slot,time_label,zone_id,mode,direction,value
2,00:30,7.6,bike,inflow,0
3,00:45,7.6,bike,inflow,0
4,01:00,7.6,bike,inflow,0
5,01:15,7.6,bike,inflow,0
6,01:30,7.6,bike,inflow,0
7,01:45,7.6,bike,inflow,0
8,02:00,7.6,bike,inflow,0
9,02:15,7.6,bike,inflow,0
10,02:30,7.6,bike,inflow,0
11,02:45,7.6,bike,inflow,0
12,03:00,7.6,bike,inflow,0
13,03:15,7.6,bike,inflow,0
14,03:30,7.6,bike,inflow,0
15,03:45,7.6,bike,inflow,0
16,04:00,7.6,bike,inflow,0
17,04:15,7.6,bike,inflow,0
18,04:30,7.6,bike,inflow,0
19,04:45,7.6,bike,inflow,0
20,05:00,7.6,bike,inflow,0
21,05:15,7.6,bike,inflow,0
22,05:30,7.6,bike,inflow,0
23,05:45,7.6,bike,inflow,0
24,06:00,7.6,bike,inflow,0
25,06:15,7.6,bike,inflow,0
26,06:30,7.6,bike,inflow,0
27,06:45,7.6,bike,inflow,0
28,07:00,7.6,bike,inflow,0
29,07:15,7.6,bike,inflow,0
30,07:30,7.6,bike,inflow,5
31,07:45,7.6,bike,inflow,11
32,08:00,7.6,bike,inflow,1
33,08:15,7.6,bike,inflow,2
34,08:30,7.6,bike,inflow,0
35,08:45,7.6,bike,inflow,0
36,09:00,7.6,bike,inflow,0
37,09:15,7.6,bike,inflow,0
38,09:30,7.6,bike,inflow,5
39,09:45,7.6,bike,inflow,8
40,10:00,7.6,bike,inflow,4
41,10:15,7.6,bike,inflow,0
42,10:30,7.6,bike,inflow,0
43,10:45,7.6,bike,inflow,0
44,11:00,7.6,bike,inflow,0
45,11:15,7.6,bike,inflow,0
46,11:30,7.6,bike,inflow,0
47,11:45,7.6,bike,inflow,0
48,12:00,7.6,bike,inflow,0
49,12:15,7.6,bike,inflow,0
50,12:30,7.6,bike,inflow,0
51,12:45,7.6,bike,inflow,0
52,13:00,7.6,bike,inflow,4
53,13:15,7.6,bike,inflow,6
54,13:30,7.6,bike,inflow,2
55,13:45,7.6,bike,inflow,0
56,14:00,7.6,bike,inflow,0
57,14:15,7.6,bike,inflow,0
58,14:30,7.6,bike,inflow,0
59,14:45,7.6,bike,inflow,0
60,15:00,7.6,bike,inflow,0
61,15:15,7.6,bike,inflow,0
62,15:30,7.6,bike,inflow,2
63,15:45,7.6,bike,inflow,1
64,16:00,7.6,bike,inflow,0
65,16:15,7.6,bike,inflow,0
66,16:30,7.6,bike,inflow,0
67,16:45,7.6,bike,inflow,0
68,17:00,7.6,bike,inflow,0
69,17:15,7.6,bike,inflow,0
70,17:30,7.6,bike,inflow,4
71,17:45,7.6,bike,inflow,8
72,18:00,7.6,bike,inflow,3
73,18:15,7.6,bike,inflow,0
74,18:30,7.6,bike,inflow,0
75,18:45,7.6,bike,inflow,0
76,19:00,7.6,bike,inflow,0
77,19:15,7.6,bike,inflow,0
78,19:30,7.6,bike,inflow,0
79,19:45,7.6,bike,inflow,0
80,20:00,7.6,bike,inflow,0
81,20:15,7.6,bike,inflow,0
82,20:30,7.6,bike,inflow,0
83,20:45,7.6,bike,inflow,0
84,21:00,7.6,bike,inflow,0
85,21:15,7.6,bike,inflow,0
86,21:30,7.6,bike,inflow,0
87,21:45,7.6,bike,inflow,0
88,22:00,7.6,bike,inflow,0
89,22:15,7.6,bike,inflow,0
90,22:30,7.6,bike,inflow,0
91,22:45,7.6,bike,inflow,0
92,23:00,7.6,bike,inflow,0
93,23:15,7.6,bike,inflow,0
94,23:30,7.6,bike,inflow,0
95,23:45,7.6,bike,inflow,0
0,00:00,7.6,pedestrian,inflow,0
1,00:15,7.6,pedestrian,inflow,0
2,00:30,7.6,pedestrian,inflow,0
3,00:45,7.6,pedestrian,inflow,0
4,01:00,7.6,pedestrian,inflow,0
5,01:15,7.6,pedestrian,inflow,0
6,01:30,7.6,pedestrian,inflow,0
7,01:45,7.6,pedestrian,inflow,0
8,02:00,7.6,pedestrian,inflow,0
9,02:15,7.6,pedestrian,inflow,0
10,02:30,7.6,pedestrian,inflow,0
11,02:45,7.6,pedestrian,inflow,0
12,03:00,7.6,pedestrian,inflow,0
13,03:15,7.6,pedestrian,inflow,0
14,03:30,7.6,pedestrian,inflow,0
15,03:45,7.6,pedestrian,inflow,0
16,04:00,7.6,pedestrian,inflow,0
17,04:15,7.6,pedestrian,inflow,0
18,04:30,7.6,pedestrian,inflow,0
19,04:45,7.6,pedestrian,inflow,0
20,05:00,7.6,pedestrian,inflow,0
21,05:15,7.6,pedestrian,inflow,0
22,05:30,7.6,pedestrian,inflow,0
23,05:45,7.6,pedestrian,inflow,0
24,06:00,7.6,pedestrian,inflow,0
25,06:15,7.6,pedestrian,inflow,0
26,06:30,7.6,pedestrian,inflow,0
27,06:45,7.6,pedestrian,inflow,0
28,07:00,7.6,pedestrian,inflow,0
29,07:15,7.6,pedestrian,inflow,0
30,07:30,7.6,pedestrian,inflow,108
31,07:45,7.6,pedestrian,inflow,48
32,08:00,7.6,pedestrian,inflow,13
33,08:15,7.6,pedestrian,inflow,5
34,08:30,7.6,pedestrian,inflow,0
35,08:45,7.6,pedestrian,inflow,0
36,09:00,7.6,pedestrian,inflow,0
37,09:15,7.6,pedestrian,inflow,0
38,09:30,7.6,pedestrian,inflow,17
39,09:45,7.6,pedestrian,inflow,69
40,10:00,7.6,pedestrian,inflow,21
41,10:15,7.6,pedestrian,inflow,0
42,10:30,7.6,pedestrian,inflow,0
43,10:45,7.6,pedestrian,inflow,0
44,11:00,7.6,pedestrian,inflow,0
45,11:15,7.6,pedestrian,inflow,0
46,11:30,7.6,pedestrian,inflow,0
47,11:45,7.6,pedestrian,inflow,0
48,12:00,7.6,pedestrian,inflow,4
49,12:15,7.6,pedestrian,inflow,0
50,12:30,7.6,pedestrian,inflow,0
51,12:45,7.6,pedestrian,inflow,0
52,13:00,7.6,pedestrian,inflow,27
53,13:15,7.6,pedestrian,inflow,62
54,13:30,7.6,pedestrian,inflow,7
55,13:45,7.6,pedestrian,inflow,0
56,14:00,7.6,pedestrian,inflow,0
57,14:15,7.6,pedestrian,inflow,0
58,14:30,7.6,pedestrian,inflow,0
59,14:45,7.6,pedestrian,inflow,0
60,15:00,7.6,pedestrian,inflow,0
61,15:15,7.6,pedestrian,inflow,2
62,15:30,7.6,pedestrian,inflow,19
63,15:45,7.6,pedestrian,inflow,15
64,16:00,7.6,pedestrian,inflow,0
65,16:15,7.6,pedestrian,inflow,0
66,16:30,7.6,pedestrian,inflow,0
67,16:45,7.6,pedestrian,inflow,0
68,17:00,7.6,pedestrian,inflow,0
69,17:15,7.6,pedestrian,inflow,0
70,17:30,7.6,pedestrian,inflow,7
71,17:45,7.6,pedestrian,inflow,20
72,18:00,7.6,pedestrian,inflow,7
73,18:15,7.6,pedestrian,inflow,0
74,18:30,7.6,pedestrian,inflow,0
75,18:45,7.6,pedestrian,inflow,0
76,19:00,7.6,pedestrian,inflow,0
77,19:15,7.6,pedestrian,inflow,0
78,19:30,7.6,pedestrian,inflow,0
79,19:45,7.6,pedestrian,inflow,0
80,20:00,7.6,pedestrian,inflow,0
81,20:15,7.6,pedestrian,inflow,0
82,20:30,7.6,pedestrian,inflow,0
83,20:45,7.6,pedestrian,inflow,0
84,21:00,7.6,pedestrian,inflow,0
85,21:15,7.6,pedestrian,inflow,0
86,21:30,7.6,pedestrian,inflow,0
87,21:45,7.6,pedestrian,inflow,0
88,22:00,7.6,pedestrian,inflow,0
89,22:15,7.6,pedestrian,inflow,0
90,22:30,7.6,pedestrian,inflow,0
91,22:45,7.6,pedestrian,inflow,0
92,23:00,7.6,pedestrian,inflow,0
93,23:15,7.6,pedestrian,inflow,0
94,23:30,7.6,pedestrian,inflow,0
95,23:45,7.6,pedestrian,inflow,0
0,00:00,7.6,car,inflow,0
1,00:15,7.6,car,inflow,0
2,00:30,7.6,car,inflow,0
3,00:45,7.6,car,inflow,0
4,01:00,7.6,car,inflow,0
5,01:15,7.6,car,inflow,0
6,01:30,7.6,car,inflow,0
7,01:45,7.6,car,inflow,0
8,02:00,7.6,car,inflow,0
9,02:15,7.6,car,inflow,0
10,02:30,7.6,car,inflow,0
11,02:45,7.6,car,inflow,0
12,03:00,7.6,car,inflow,0
13,03:15,7.6,car,inflow,0
14,03:30,7.6,car,inflow,0
15,03:45,7.6,car,inflow,0
16,04:00,7.6,car,inflow,0
17,04:15,7.6,car,inflow,0
18,04:30,7.6,car,inflow,0
19,04:45,7.6,car,inflow,0
20,05:00,7.6,car,inflow,0
21,05:15,7.6,car,inflow,0
22,05:30,7.6,car,inflow,0
23,05:45,7.6,car,inflow,0
24,06:00,7.6,car,inflow,0
25,06:15,7.6,car,inflow,0
26,06:30,7.6,car,inflow,0
27,06:45,7.6,car,inflow,0
28,07:00,7.6,car,inflow,0
29,07:15,7.6,car,inflow,0
30,07:30,7.6,car,inflow,4
31,07:45,7.6,car,inflow,9
32,08:00,7.6,car,inflow,9
33,08:15,7.6,car,inflow,12
34,08:30,7.6,car,inflow,0
35,08:45,7.6,car,inflow,0
36,09:00,7.6,car,inflow,0
37,09:15,7.6,car,inflow,0
38,09:30,7.6,car,inflow,1
39,09:45,7.6,car,inflow,4
40,10:00,7.6,car,inflow,1
41,10:15,7.6,car,inflow,0
42,10:30,7.6,car,inflow,0
43,10:45,7.6,car,inflow,0
44,11:00,7.6,car,inflow,0
45,11:15,7.6,car,inflow,0
46,11:30,7.6,car,inflow,0
47,11:45,7.6,car,inflow,0
48,12:00,7.6,car,inflow,0
49,12:15,7.6,car,inflow,0
50,12:30,7.6,car,inflow,0
51,12:45,7.6,car,inflow,0
52,13:00,7.6,car,inflow,2
53,13:15,7.6,car,inflow,8
54,13:30,7.6,car,inflow,2
55,13:45,7.6,car,inflow,0
56,14:00,7.6,car,inflow,0
57,14:15,7.6,car,inflow,0
58,14:30,7.6,car,inflow,0
59,14:45,7.6,car,inflow,0
60,15:00,7.6,car,inflow,0
61,15:15,7.6,car,inflow,0
62,15:30,7.6,car,inflow,2
63,15:45,7.6,car,inflow,3
64,16:00,7.6,car,inflow,0
65,16:15,7.6,car,inflow,0
66,16:30,7.6,car,inflow,0
67,16:45,7.6,car,inflow,0
68,17:00,7.6,car,inflow,0
69,17:15,7.6,car,inflow,0
70,17:30,7.6,car,inflow,3
71,17:45,7.6,car,inflow,12
72,18:00,7.6,car,inflow,7
73,18:15,7.6,car,inflow,0
74,18:30,7.6,car,inflow,0
75,18:45,7.6,car,inflow,0
76,19:00,7.6,car,inflow,0
77,19:15,7.6,car,inflow,0
78,19:30,7.6,car,inflow,0
79,19:45,7.6,car,inflow,0
80,20:00,7.6,car,inflow,0
81,20:15,7.6,car,inflow,0
82,20:30,7.6,car,inflow,0
83,20:45,7.6,car,inflow,0
84,21:00,7.6,car,inflow,0
85,21:15,7.6,car,inflow,0
86,21:30,7.6,car,inflow,0
87,21:45,7.6,car,inflow,0
88,22:00,7.6,car,inflow,0
89,22:15,7.6,car,inflow,0
90,22:30,7.6,car,inflow,0
91,22:45,7.6,car,inflow,0
92,23:00,7.6,car,inflow,0
93,23:15,7.6,car,inflow,0
94,23:30,7.6,car,inflow,0
95,23:45,7.6,car,inflow,0
0,00:00,7.6,bike,outflow,0
1,00:15,7.6,bike,outflow,0
2,00:30,7.6,bike,outflow,0
3,00:45,7.6,bike,outflow,0
4,01:00,7.6,bike,outflow,0
5,01:15,7.6,bike,outflow,0
6,01:30,7.6,bike,outflow,0
7,01:45,7.6,bike,outflow,0
8,02:00,7.6,bike,outflow,0
9,02:15,7.6,bike,outflow,0
10,02:30,7.6,bike,outflow,0
11,02:45,7.6,bike,outflow,0
12,03:00,7.6,bike,outflow,0
13,03:15,7.6,bike,outflow,0
14,03:30,7.6,bike,outflow,0
15,03:45,7.6,bike,outflow,0
16,04:00,7.6,bike,outflow,0
17,04:15,7.6,bike,outflow,0
18,04:30,7.6,bike,outflow,0
19,04:45,7.6,bike,outflow,0
20,05:00,7.6,bike,outflow,0
21,05:15,7.6,bike,outflow,0
22,05:30,7.6,bike,outflow,0
23,05:45,7.6,bike,outflow,0
24,06:00,7.6,bike,outflow,0
25,06:15,7.6,bike,outflow,0
26,06:30,7.6,bike,outflow,0
27,06:45,7.6,bike,outflow,0
28,07:00,7.6,bike,outflow,0
29,07:15,7.6,bike,outflow,0
30,07:30,7.6,bike,outflow,11
31,07:45,7.6,bike,outflow,16
32,08:00,7.6,bike,outflow,5
33,08:15,7.6,bike,outflow,2
34,08:30,7.6,bike,outflow,0
35,08:45,7.6,bike,outflow,0
36,09:00,7.6,bike,outflow,0
37,09:15,7.6,bike,outflow,0
38,09:30,7.6,bike,outflow,5
39,09:45,7.6,bike,outflow,0
40,10:00,7.6,bike,outflow,3
41,10:15,7.6,bike,outflow,0
42,10:30,7.6,bike,outflow,0
43,10:45,7.6,bike,outflow,0
44,11:00,7.6,bike,outflow,0
45,11:15,7.6,bike,outflow,0
46,11:30,7.6,bike,outflow,0
47,11:45,7.6,bike,outflow,0
48,12:00,7.6,bike,outflow,0
49,12:15,7.6,bike,outflow,0
50,12:30,7.6,bike,outflow,0
51,12:45,7.6,bike,outflow,0
52,13:00,7.6,bike,outflow,1
53,13:15,7.6,bike,outflow,4
54,13:30,7.6,bike,outflow,3
55,13:45,7.6,bike,outflow,0
56,14:00,7.6,bike,outflow,0
57,14:15,7.6,bike,outflow,0
58,14:30,7.6,bike,outflow,0
59,14:45,7.6,bike,outflow,0
60,15:00,7.6,bike,outflow,0
61,15:15,7.6,bike,outflow,0
62,15:30,7.6,bike,outflow,1
63,15:45,7.6,bike,outflow,1
64,16:00,7.6,bike,outflow,0
65,16:15,7.6,bike,outflow,0
66,16:30,7.6,bike,outflow,0
67,16:45,7.6,bike,outflow,0
68,17:00,7.6,bike,outflow,0
69,17:15,7.6,bike,outflow,0
70,17:30,7.6,bike,outflow,4
71,17:45,7.6,bike,outflow,4
72,18:00,7.6,bike,outflow,5
73,18:15,7.6,bike,outflow,0
74,18:30,7.6,bike,outflow,0
75,18:45,7.6,bike,outflow,0
76,19:00,7.6,bike,outflow,0
77,19:15,7.6,bike,outflow,0
78,19:30,7.6,bike,outflow,0
79,19:45,7.6,bike,outflow,0
80,20:00,7.6,bike,outflow,0
81,20:15,7.6,bike,outflow,0
82,20:30,7.6,bike,outflow,0
83,20:45,7.6,bike,outflow,0
84,21:00,7.6,bike,outflow,0
85,21:15,7.6,bike,outflow,0
86,21:30,7.6,bike,outflow,0
87,21:45,7.6,bike,outflow,0
88,22:00,7.6,bike,outflow,0
89,22:15,7.6,bike,outflow,0
90,22:30,7.6,bike,outflow,0
91,22:45,7.6,bike,outflow,0
92,23:00,7.6,bike,outflow,0
93,23:15,7.6,bike,outflow,0
94,23:30,7.6,bike,outflow,0
95,23:45,7.6,bike,outflow,0
0,00:00,7.6,pedestrian,outflow,0
1,00:15,7.6,pedestrian,outflow,0
2,00:30,7.6,pedestrian,outflow,0
3,00:45,7.6,pedestrian,outflow,0
4,01:00,7.6,pedestrian,outflow,0
5,01:15,7.6,pedestrian,outflow,0
6,01:30,7.6,pedestrian,outflow,0
7,01:45,7.6,pedestrian,outflow,0
8,02:00,7.6,pedestrian,outflow,0
9,02:15,7.6,pedestrian,outflow,0
10,02:30,7.6,pedestrian,outflow,0
11,02:45,7.6,pedestrian,outflow,0
12,03:00,7.6,pedestrian,outflow,0
13,03:15,7.6,pedestrian,outflow,0
14,03:30,7.6,pedestrian,outflow,0
15,03:45,7.6,pedestrian,outflow,0
16,04:00,7.6,pedestrian,outflow,0
17,04:15,7.6,pedestrian,outflow,0
18,04:30,7.6,pedestrian,outflow,0
19,04:45,7.6,pedestrian,outflow,0
20,05:00,7.6,pedestrian,outflow,0
21,05:15,7.6,pedestrian,outflow,0
22,05:30,7.6,pedestrian,outflow,0
23,05:45,7.6,pedestrian,outflow,0
24,06:00,7.6,pedestrian,outflow,0
25,06:15,7.6,pedestrian,outflow,0
26,06:30,7.6,pedestrian,outflow,0
27,06:45,7.6,pedestrian,outflow,0
28,07:00,7.6,pedestrian,outflow,0
29,07:15,7.6,pedestrian,outflow,0
30,07:30,7.6,pedestrian,outflow,35
31,07:45,7.6,pedestrian,outflow,61
32,08:00,7.6,pedestrian,outflow,64
33,08:15,7.6,pedestrian,outflow,6
34,08:30,7.6,pedestrian,outflow,0
35,08:45,7.6,pedestrian,outflow,0
36,09:00,7.6,pedestrian,outflow,0
37,09:15,7.6,pedestrian,outflow,0
38,09:30,7.6,pedestrian,outflow,19
39,09:45,7.6,pedestrian,outflow,51
40,10:00,7.6,pedestrian,outflow,12
41,10:15,7.6,pedestrian,outflow,0
42,10:30,7.6,pedestrian,outflow,0
43,10:45,7.6,pedestrian,outflow,0
44,11:00,7.6,pedestrian,outflow,0
45,11:15,7.6,pedestrian,outflow,0
46,11:30,7.6,pedestrian,outflow,0
47,11:45,7.6,pedestrian,outflow,1
48,12:00,7.6,pedestrian,outflow,0
49,12:15,7.6,pedestrian,outflow,0
50,12:30,7.6,pedestrian,outflow,0
51,12:45,7.6,pedestrian,outflow,0
52,13:00,7.6,pedestrian,outflow,33
53,13:15,7.6,pedestrian,outflow,36
54,13:30,7.6,pedestrian,outflow,5
55,13:45,7.6,pedestrian,outflow,0
56,14:00,7.6,pedestrian,outflow,0
57,14:15,7.6,pedestrian,outflow,0
58,14:30,7.6,pedestrian,outflow,0
59,14:45,7.6,pedestrian,outflow,0
60,15:00,7.6,pedestrian,outflow,0
61,15:15,7.6,pedestrian,outflow,2
62,15:30,7.6,pedestrian,outflow,8
63,15:45,7.6,pedestrian,outflow,7
64,16:00,7.6,pedestrian,outflow,0
65,16:15,7.6,pedestrian,outflow,0
66,16:30,7.6,pedestrian,outflow,0
67,16:45,7.6,pedestrian,outflow,0
68,17:00,7.6,pedestrian,outflow,0
69,17:15,7.6,pedestrian,outflow,0
70,17:30,7.6,pedestrian,outflow,7
71,17:45,7.6,pedestrian,outflow,12
72,18:00,7.6,pedestrian,outflow,7
73,18:15,7.6,pedestrian,outflow,0
74,18:30,7.6,pedestrian,outflow,0
75,18:45,7.6,pedestrian,outflow,0
76,19:00,7.6,pedestrian,outflow,0
77,19:15,7.6,pedestrian,outflow,0
78,19:30,7.6,pedestrian,outflow,0
79,19:45,7.6,pedestrian,outflow,0
80,20:00,7.6,pedestrian,outflow,0
81,20:15,7.6,pedestrian,outflow,0
82,20:30,7.6,pedestrian,outflow,0
83,20:45,7.6,pedestrian,outflow,0
84,21:00,7.6,pedestrian,outflow,0
85,21:15,7.6,pedestrian,outflow,0
86,21:30,7.6,pedestrian,outflow,0
87,21:45,7.6,pedestrian,outflow,0
88,22:00,7.6,pedestrian,outflow,0
89,22:15,7.6,pedestrian,outflow,0
90,22:30,7.6,pedestrian,outflow,0
91,22:45,7.6,pedestrian,outflow,0
92,23:00,7.6,pedestrian,outflow,0
93,23:15,7.6,pedestrian,outflow,0
94,23:30,7.6,pedestrian,outflow,0
95,23:45,7.6,pedestrian,outflow,0
0,00:00,7.6,car,outflow,0
1,00:15,7.6,car,outflow,0
2,00:30,7.6,car,outflow,0
3,00:45,7.6,car,outflow,0
4,01:00,7.6,car,outflow,0
5,01:15,7.6,car,outflow,0
6,01:30,7.6,car,outflow,0
7,01:45,7.6,car,outflow,0
8,02:00,7.6,car,outflow,0
9,02:15,7.6,car,outflow,0
10,02:30,7.6,car,outflow,0
11,02:45,7.6,car,outflow,0
12,03:00,7.6,car,outflow,0
13,03:15,7.6,car,outflow,0
14,03:30,7.6,car,outflow,0
15,03:45,7.6,car,outflow,0
16,04:00,7.6,car,outflow,0
17,04:15,7.6,car,outflow,0
18,04:30,7.6,car,outflow,0
19,04:45,7.6,car,outflow,0
20,05:00,7.6,car,outflow,0
21,05:15,7.6,car,outflow,0
22,05:30,7.6,car,outflow,0
23,05:45,7.6,car,outflow,0
24,06:00,7.6,car,outflow,0
25,06:15,7.6,car,outflow,0
26,06:30,7.6,car,outflow,0
27,06:45,7.6,car,outflow,0
28,07:00,7.6,car,outflow,0
29,07:15,7.6,car,outflow,0
30,07:30,7.6,car,outflow,28
31,07:45,7.6,car,outflow,37
32,08:00,7.6,car,outflow,13
33,08:15,7.6,car,outflow,4
34,08:30,7.6,car,outflow,0
35,08:45,7.6,car,outflow,0
36,09:00,7.6,car,outflow,0
37,09:15,7.6,car,outflow,0
38,09:30,7.6,car,outflow,8
39,09:45,7.6,car,outflow,12
40,10:00,7.6,car,outflow,6
41,10:15,7.6,car,outflow,0
42,10:30,7.6,car,outflow,0
43,10:45,7.6,car,outflow,0
44,11:00,7.6,car,outflow,0
45,11:15,7.6,car,outflow,0
46,11:30,7.6,car,outflow,0
47,11:45,7.6,car,outflow,0
48,12:00,7.6,car,outflow,0
49,12:15,7.6,car,outflow,0
50,12:30,7.6,car,outflow,0
51,12:45,7.6,car,outflow,0
52,13:00,7.6,car,outflow,5
53,13:15,7.6,car,outflow,10
54,13:30,7.6,car,outflow,3
55,13:45,7.6,car,outflow,0
56,14:00,7.6,car,outflow,0
57,14:15,7.6,car,outflow,0
58,14:30,7.6,car,outflow,0
59,14:45,7.6,car,outflow,0
60,15:00,7.6,car,outflow,0
61,15:15,7.6,car,outflow,2
62,15:30,7.6,car,outflow,5
63,15:45,7.6,car,outflow,3
64,16:00,7.6,car,outflow,0
65,16:15,7.6,car,outflow,0
66,16:30,7.6,car,outflow,0
67,16:45,7.6,car,outflow,0
68,17:00,7.6,car,outflow,0
69,17:15,7.6,car,outflow,0
70,17:30,7.6,car,outflow,1
71,17:45,7.6,car,outflow,2
72,18:00,7.6,car,outflow,1
73,18:15,7.6,car,outflow,0
74,18:30,7.6,car,outflow,0
75,18:45,7.6,car,outflow,0
76,19:00,7.6,car,outflow,0
77,19:15,7.6,car,outflow,0
78,19:30,7.6,car,outflow,0
79,19:45,7.6,car,outflow,0
80,20:00,7.6,car,outflow,0
81,20:15,7.6,car,outflow,0
82,20:30,7.6,car,outflow,0
83,20:45,7.6,car,outflow,0
84,21:00,7.6,car,outflow,0
85,21:15,7.6,car,outflow,0
86,21:30,7.6,car,outflow,0
87,21:45,7.6,car,outflow,0
88,22:00,7.6,car,outflow,0
89,22:15,7.6,car,outflow,0
90,22:30,7.6,car,outflow,0
91,22:45,7.6,car,outflow,0
92,23:00,7.6,car,outflow,0
93,23:15,7.6,car,outflow,0
94,23:30,7.6,car,outflow,0
95,23:45,7.6,car,outflow,0
